function,scale,data,algorithm,iteration,dist_y_mean,dist_y_std,dist_x_mean,dist_x_std
Rosenbrock,norm,clean,optuna,19,3.343698964993369,3.4901544648113627,1.1725141953613574,0.5363080460806005
Rosenbrock,norm,clean,optuna,20,3.302944732132439,3.4968165136708347,1.1718572799103062,0.5357100330184749
Rosenbrock,norm,clean,optuna,21,3.260523476314412,3.5079832244793407,1.157276980416532,0.528780536219109
Rosenbrock,norm,clean,optuna,22,2.944911220412541,3.499614154269118,1.1494815751192797,0.5244798215275367
Rosenbrock,norm,clean,optuna,23,2.187833622787869,2.8997026978591283,1.0853050585273918,0.4864947434078022
Rosenbrock,norm,clean,optuna,24,2.0839978224107236,2.882264759460965,1.068746237974658,0.5053951736318404
Rosenbrock,norm,clean,optuna,25,1.962387458214458,2.8067655021159976,1.0815609236716164,0.4862305342145671
Rosenbrock,norm,clean,optuna,26,1.8394034496276312,2.8133493465985526,1.0531244880941246,0.48553269529012344
Rosenbrock,norm,clean,optuna,27,1.5776123052273794,1.7270452085657875,1.0825308685306498,0.5530563220736185
Rosenbrock,norm,clean,optuna,28,1.5119002703988584,1.6982748578214337,1.0804706375924593,0.5492885359151124
Rosenbrock,norm,clean,optuna,29,1.4471691797541972,1.6515383462942002,1.0841435544549234,0.5460166651938152
Rosenbrock,norm,clean,optuna,30,1.3520400755104125,1.6241236444921343,1.066254674352311,0.5427821899804096
Rosenbrock,norm,clean,optuna,31,1.2664737509784059,1.3540458652663716,1.07032266289109,0.548643917279805
Rosenbrock,norm,clean,optuna,32,1.2218453182376983,1.3209193539301718,1.0563177999224809,0.5388463998763509
Rosenbrock,norm,clean,optuna,33,1.213896253699515,1.3215170531244576,1.0531068771965875,0.5367182933719302
Rosenbrock,norm,clean,optuna,34,1.1800708577831158,1.3292613724732607,1.0531477612975206,0.5366634500112376
Rosenbrock,norm,clean,optuna,35,1.1272361220063478,1.3234307681318824,1.0396587277536329,0.5286078507332966
Rosenbrock,norm,clean,optuna,36,1.06460333244642,1.2818464004777061,1.0305266114948992,0.5179373778671975
Rosenbrock,norm,clean,optuna,37,0.9937660897428567,1.276355430957656,1.0154220159354292,0.5333093959907854
Rosenbrock,norm,clean,optuna,38,0.9482174102584913,1.2831103166085338,0.9896710199230069,0.5446035433317412
Rosenbrock,norm,clean,optuna,39,0.9376598161101765,1.2873471395889244,0.9804821645411416,0.5457584699506851
Rosenbrock,norm,clean,optuna,40,0.9196322691964939,1.2891611899171034,0.9788808889325205,0.5457839620946062
Rosenbrock,norm,clean,optuna,41,0.9103950091190104,1.269710400025218,0.9746044268537709,0.5389292224645035
Rosenbrock,norm,clean,optuna,42,0.9043462750675866,1.2688493787875395,0.9712821342214553,0.5371408639490526
Rosenbrock,norm,clean,optuna,43,0.8993990449947123,1.2706302971648122,0.9678567147618936,0.5453497581680666
Rosenbrock,norm,clean,optuna,44,0.8661535909115059,1.2369248484703643,0.9573650102388772,0.5440099922388182
Rosenbrock,norm,clean,optuna,45,0.8388895564695241,1.2397429225426924,0.9409950036301599,0.5549604443776662
Rosenbrock,norm,clean,optuna,46,0.829935949190845,1.2413729263883861,0.9324793557221427,0.5521940961944808
Rosenbrock,norm,clean,optuna,47,0.8120922187767583,1.2394693498875082,0.9401616413705797,0.5509862815252323
Rosenbrock,norm,clean,optuna,48,0.7491373500203988,1.0793581205241678,0.9608033814223912,0.5311415055623442
Rosenbrock,norm,clean,optuna,49,0.7491373500203988,1.0793581205241678,0.9608033814223912,0.5311415055623442
Rosenbrock,norm,clean,optuna,50,0.7491373500203988,1.0793581205241678,0.9608033814223912,0.5311415055623442
Rosenbrock,norm,clean,optuna,51,0.7482090987857153,1.0796822127007921,0.952415180836724,0.5271483523202103
Rosenbrock,norm,clean,optuna,52,0.7339441789912396,1.0832874568792858,0.9238068841770702,0.5097833324375133
Rosenbrock,norm,clean,optuna,53,0.7319848744956555,1.0839220957433768,0.9222866950565912,0.5098856108345767
Rosenbrock,norm,clean,optuna,54,0.6594886483370326,0.9952804122851141,0.8872382071597622,0.49919211429277616
Rosenbrock,norm,clean,optuna,55,0.6216208443123916,0.9621648711431264,0.8900332853221669,0.49878221300574865
Rosenbrock,norm,clean,optuna,56,0.5748607115428868,0.9289190160620513,0.8967772982316486,0.4917047350598682
Rosenbrock,norm,clean,optuna,57,0.5600059947904265,0.9212673150324537,0.8930188258519739,0.48842969495624117
Rosenbrock,norm,clean,optuna,58,0.549234705853115,0.9238243891339586,0.8812335663251054,0.5034163991770688
Rosenbrock,norm,clean,optuna,59,0.5480506619891187,0.9244378412716179,0.8812324344188579,0.5034180828385699
Rosenbrock,norm,clean,optuna,60,0.5474398343456787,0.9246750937999855,0.881467562133477,0.5033631740371595
Rosenbrock,norm,clean,optuna,61,0.5466353077906982,0.9231617663089263,0.8679923075969533,0.49044820004881096
Rosenbrock,norm,clean,optuna,62,0.543632205377767,0.9225411700686885,0.8686783398397364,0.4860443720814334
Rosenbrock,norm,clean,optuna,63,0.5363237248109052,0.9207203170730897,0.8520166896337753,0.4940704571295084
Rosenbrock,norm,clean,optuna,64,0.5276554302144862,0.9180881036688395,0.8468618524764702,0.48936346466695196
Rosenbrock,norm,clean,optuna,65,0.5274020622725135,0.9180713780209399,0.8450468222023155,0.4883304092730047
Rosenbrock,norm,clean,optuna,66,0.49778607830771643,0.9119973084748911,0.8144787816396498,0.4735625104257696
Rosenbrock,norm,clean,optuna,67,0.4953305301553646,0.9128400500538715,0.8096444799703159,0.47306204276858016
Rosenbrock,norm,clean,optuna,68,0.48903781374131666,0.9149001696193583,0.8064804450474995,0.4776614327744652
Rosenbrock,norm,clean,optuna,69,0.4857268073169213,0.9124429258941417,0.8146593741379883,0.4849003238745313
Rosenbrock,norm,clean,optuna,70,0.48239108424032684,0.9120585047433848,0.7995614012508647,0.4835468411520626
Rosenbrock,norm,clean,optuna,71,0.4646036330017461,0.9125853469535697,0.7866255228197906,0.4787195820175738
Rosenbrock,norm,clean,optuna,72,0.45654854519242183,0.9146952812339656,0.7777275430220868,0.482047877934035
Rosenbrock,norm,clean,optuna,73,0.45087443495246754,0.9152769226907883,0.7767909550942167,0.47742827592171755
Rosenbrock,norm,clean,optuna,74,0.44797395665071865,0.915133946576996,0.7733137166898167,0.4750341108322222
Rosenbrock,norm,clean,optuna,75,0.4459535407928727,0.9153005036606623,0.7727903251245906,0.47478076023791327
Rosenbrock,norm,clean,optuna,76,0.4459535407928727,0.9153005036606623,0.7727903251245906,0.47478076023791327
Rosenbrock,norm,clean,optuna,77,0.4313584110077728,0.9132275495660578,0.7607872571711818,0.46874249872674956
Rosenbrock,norm,clean,optuna,78,0.4313584110077728,0.9132275495660578,0.7607872571711818,0.46874249872674956
Rosenbrock,norm,clean,optuna,79,0.4313584110077728,0.9132275495660578,0.7607872571711818,0.46874249872674956
Rosenbrock,norm,clean,optuna,80,0.429264604904954,0.9123478032866036,0.7598856465951712,0.46762914120242327
Rosenbrock,norm,clean,optuna,81,0.4289412635747762,0.9122110447475446,0.758580847299915,0.46609482760883497
Rosenbrock,norm,clean,optuna,82,0.42273549163590973,0.9128692910358203,0.7400312312320932,0.4703674440990947
Rosenbrock,norm,clean,optuna,83,0.4126390688529905,0.9087193336424565,0.7339487760219277,0.46357723140736745
Rosenbrock,norm,clean,optuna,84,0.4081418703847953,0.9083541564260218,0.7308688107078418,0.46199466468167966
Rosenbrock,norm,clean,optuna,85,0.40701276217268834,0.9084787086493883,0.7317385918062186,0.46205153811971045
Rosenbrock,norm,clean,optuna,86,0.40701276217268834,0.9084787086493883,0.7317385918062186,0.46205153811971045
Rosenbrock,norm,clean,optuna,87,0.3968457099673068,0.9080114270315778,0.7222915854350372,0.4607011240100621
Rosenbrock,norm,clean,optuna,88,0.3941803304656119,0.9085139292044354,0.7201136386607467,0.46022310102879976
Rosenbrock,norm,clean,optuna,89,0.39355477372172104,0.9086533575639733,0.7203362908922444,0.4602517275459115
Rosenbrock,norm,clean,optuna,90,0.3924134437385866,0.9090018910811466,0.7159981676028622,0.4628121699356188
Rosenbrock,norm,clean,optuna,91,0.3431156259543734,0.8704739965721009,0.6874764789851369,0.4656593950772397
Rosenbrock,norm,clean,optuna,92,0.3382566140961899,0.8485408344992715,0.6949946875597388,0.4917425766415585
Rosenbrock,norm,clean,optuna,93,0.3363456665159642,0.8488136269704369,0.6998098178292596,0.4912097285730735
Rosenbrock,norm,clean,optuna,94,0.3363456665159642,0.8488136269704369,0.6998098178292596,0.4912097285730735
Rosenbrock,norm,clean,optuna,95,0.33160973057417115,0.8485683429368626,0.693951877014012,0.48771711891843134
Rosenbrock,norm,clean,optuna,96,0.33160973057417115,0.8485683429368626,0.693951877014012,0.48771711891843134
Rosenbrock,norm,clean,optuna,97,0.32687516538470357,0.8484250251244407,0.6847717437269095,0.48687014911124654
Rosenbrock,norm,clean,optuna,98,0.32235242557861005,0.849450214938583,0.6739888408832084,0.49536517920451906
Rosenbrock,norm,clean,optuna,99,0.3076237467337532,0.8476141907081366,0.6553675823729997,0.48503215780168374
Rosenbrock,norm,clean,optuna,100,0.3044636175335981,0.8480061247869393,0.6479071600015835,0.48408338451917055
Rosenbrock,norm,noisy_y,random,1,265.93782793589617,320.99716220169284,1.6049986125884186,0.7275158388041357
Rosenbrock,norm,noisy_y,random,2,103.34621113628222,127.62766857347694,1.5536112264752113,0.6922667831026023
Rosenbrock,norm,noisy_y,random,3,53.12911979062372,74.52518529148423,1.4823787930238481,0.7083436903093704
Rosenbrock,norm,noisy_y,random,4,29.00591383184693,38.44288493268374,1.3679563295182962,0.7327399858752226
Rosenbrock,norm,noisy_y,random,5,20.23200080489209,26.432429471111046,1.3032294923475964,0.7166889688799687
Rosenbrock,norm,noisy_y,random,6,16.669409995258793,20.326330859111014,1.2737844599502288,0.7153929409371178
Rosenbrock,norm,noisy_y,random,7,12.58870809785651,14.929443853773396,1.268954855765333,0.7004222328213741
Rosenbrock,norm,noisy_y,random,8,12.016191863725748,14.867470040010264,1.3760255694762296,0.7252891376453648
Rosenbrock,norm,noisy_y,random,9,10.862141605839414,13.322711755093108,1.442875622561099,0.741182036665622
Rosenbrock,norm,noisy_y,random,10,8.417603801343105,8.716423005180046,1.4799905992094702,0.7369045502275466
Rosenbrock,norm,noisy_y,random,11,8.378276692784958,8.746500877237022,1.4740285241721662,0.737937624481606
Rosenbrock,norm,noisy_y,random,12,7.266066563501227,7.64470906381966,1.488629211218909,0.7734075509688241
Rosenbrock,norm,noisy_y,random,13,6.345700224630565,6.29974881120698,1.393523840554507,0.8197545094849652
Rosenbrock,norm,noisy_y,random,14,5.6270816164790824,5.811631416339562,1.3494155497823659,0.7621012881351437
Rosenbrock,norm,noisy_y,random,15,5.468811892192789,5.844034739237907,1.3299297272915525,0.7631879657293871
Rosenbrock,norm,noisy_y,random,16,4.770872912074884,5.657434305607626,1.2474000779899652,0.7305405792916139
Rosenbrock,norm,noisy_y,random,17,4.0952571358462,4.674338349322385,1.2137984667136537,0.6702354889650215
Rosenbrock,norm,noisy_y,random,18,3.566561850501853,3.746485727949716,1.2109036428757123,0.6779207419808766
Rosenbrock,norm,noisy_y,random,19,3.566561850501853,3.746485727949716,1.2109036428757123,0.6779207419808766
Rosenbrock,norm,noisy_y,random,20,3.0468861157024993,2.4591110036001136,1.1807871464904884,0.6558297379761698
Rosenbrock,norm,noisy_y,random,21,2.977434020836522,2.4838538977125744,1.2014322903597314,0.6374285128421667
Rosenbrock,norm,noisy_y,random,22,2.750977721920949,2.430146622645969,1.1420005150726542,0.6138666528939197
Rosenbrock,norm,noisy_y,random,23,2.5546439208208143,2.11761280944634,1.1242146922839722,0.6066103726338145
Rosenbrock,norm,noisy_y,random,24,2.483250652536702,2.0671841954549115,1.137096178830877,0.6029412422676873
Rosenbrock,norm,noisy_y,random,25,2.3995834580002575,2.0631646570013165,1.129562885726437,0.5972146254461166
Rosenbrock,norm,noisy_y,random,26,2.2978366845186335,2.0240262885769007,1.1052239171763463,0.6058754797174628
Rosenbrock,norm,noisy_y,random,27,2.28328868310233,2.0192136232966824,1.099629872862039,0.6003126348791701
Rosenbrock,norm,noisy_y,random,28,2.1423451929813915,1.8640263186463437,1.057213313157325,0.6070067660330718
Rosenbrock,norm,noisy_y,random,29,2.0595003045624116,1.8608583707422262,1.0701407856726584,0.6163830579913084
Rosenbrock,norm,noisy_y,random,30,2.0595003045624116,1.8608583707422262,1.0701407856726584,0.6163830579913084
Rosenbrock,norm,noisy_y,random,31,1.8923386653046108,1.5158116124633798,1.0395521246766397,0.6205823213409396
Rosenbrock,norm,noisy_y,random,32,1.8923386653046108,1.5158116124633798,1.0395521246766397,0.6205823213409396
Rosenbrock,norm,noisy_y,random,33,1.7908902570437997,1.5375335784127955,1.0335588055324283,0.5991950358985912
Rosenbrock,norm,noisy_y,random,34,1.7603310559606549,1.5418964276369436,1.0363549651843424,0.5988427447350818
Rosenbrock,norm,noisy_y,random,35,1.7170180460131599,1.5582665495885544,1.022471050465423,0.6038444391670024
Rosenbrock,norm,noisy_y,random,36,1.703740645703374,1.569847104775657,1.0222282522070845,0.6041919661106209
Rosenbrock,norm,noisy_y,random,37,1.645547652474543,1.4685538162609353,0.9832146924028146,0.5717926332193229
Rosenbrock,norm,noisy_y,random,38,1.5871203721191243,1.420346521435574,1.0088252283398036,0.5638126999102149
Rosenbrock,norm,noisy_y,random,39,1.5195876135996147,1.407912238040306,0.9887861037219093,0.5525262055216239
Rosenbrock,norm,noisy_y,random,40,1.5186754928293893,1.4073068274607452,1.002183958815745,0.5555975959253926
Rosenbrock,norm,noisy_y,random,41,1.5186754928293893,1.4073068274607452,1.002183958815745,0.5555975959253926
Rosenbrock,norm,noisy_y,random,42,1.5033847843174428,1.4192242837331674,0.9890909672002328,0.5624732623320658
Rosenbrock,norm,noisy_y,random,43,1.4911703179573963,1.4026386433256997,0.9711189813756042,0.5473121256290117
Rosenbrock,norm,noisy_y,random,44,1.4508698014311048,1.4064569172120962,0.9413025700833212,0.5485335443018233
Rosenbrock,norm,noisy_y,random,45,1.4084533983474292,1.4002968291025373,0.9602509973711044,0.5731198932546345
Rosenbrock,norm,noisy_y,random,46,1.3626285433115268,1.4193857420261615,0.9399438289415162,0.5655491910629511
Rosenbrock,norm,noisy_y,random,47,1.3246350280980104,1.4283532840195108,0.9451780756013539,0.558910335437397
Rosenbrock,norm,noisy_y,random,48,1.3246350280980104,1.4283532840195108,0.9451780756013539,0.558910335437397
Rosenbrock,norm,noisy_y,random,49,1.3246350280980104,1.4283532840195108,0.9451780756013539,0.558910335437397
Rosenbrock,norm,noisy_y,random,50,1.3246350280980104,1.4283532840195108,0.9451780756013539,0.558910335437397
Rosenbrock,norm,noisy_y,random,51,1.2531125762592015,1.2993462697857803,0.9682791989704296,0.5603036157793062
Rosenbrock,norm,noisy_y,random,52,1.2095537196234176,1.2803318603560916,0.9595506438783609,0.5560518780807906
Rosenbrock,norm,noisy_y,random,53,1.1562827690406008,1.2741045031033191,0.9503019967812736,0.5671872398268939
Rosenbrock,norm,noisy_y,random,54,1.1562827690406008,1.2741045031033191,0.9503019967812736,0.5671872398268939
Rosenbrock,norm,noisy_y,random,55,1.1562827690406008,1.2741045031033191,0.9503019967812736,0.5671872398268939
Rosenbrock,norm,noisy_y,random,56,1.1562827690406008,1.2741045031033191,0.9503019967812736,0.5671872398268939
Rosenbrock,norm,noisy_y,random,57,1.1562827690406008,1.2741045031033191,0.9503019967812736,0.5671872398268939
Rosenbrock,norm,noisy_y,random,58,1.155146713616215,1.2750919329736072,0.9413452193040248,0.5775430959675892
Rosenbrock,norm,noisy_y,random,59,1.155146713616215,1.2750919329736072,0.9413452193040248,0.5775430959675892
Rosenbrock,norm,noisy_y,random,60,1.095337714802784,1.168058078029484,0.9284139214276746,0.5553107322528764
Rosenbrock,norm,noisy_y,random,61,1.095337714802784,1.168058078029484,0.9284139214276746,0.5553107322528764
Rosenbrock,norm,noisy_y,random,62,1.095337714802784,1.168058078029484,0.9284139214276746,0.5553107322528764
Rosenbrock,norm,noisy_y,random,63,1.07319905755727,1.1619182713720522,0.9056918008151045,0.5519081366075245
Rosenbrock,norm,noisy_y,random,64,1.069126654333937,1.1583980474286115,0.8991781555420931,0.5530434293341571
Rosenbrock,norm,noisy_y,random,65,1.0471655907853865,1.1646956399160011,0.8678105397156861,0.5564442485957408
Rosenbrock,norm,noisy_y,random,66,1.0471655907853865,1.1646956399160011,0.8678105397156861,0.5564442485957408
Rosenbrock,norm,noisy_y,random,67,1.0471655907853865,1.1646956399160011,0.8678105397156861,0.5564442485957408
Rosenbrock,norm,noisy_y,random,68,1.0471655907853865,1.1646956399160011,0.8678105397156861,0.5564442485957408
Rosenbrock,norm,noisy_y,random,69,1.0471655907853865,1.1646956399160011,0.8678105397156861,0.5564442485957408
Rosenbrock,norm,noisy_y,random,70,0.9765240457521748,0.9209593263739357,0.8549354129938274,0.5612393825073302
Rosenbrock,norm,noisy_y,random,71,0.9589894349271123,0.8879698304897734,0.8606233924094738,0.5641035516821238
Rosenbrock,norm,noisy_y,random,72,0.9589894349271123,0.8879698304897734,0.8606233924094738,0.5641035516821238
Rosenbrock,norm,noisy_y,random,73,0.9565667046109267,0.8876013328582292,0.858675737209457,0.5626913094548969
Rosenbrock,norm,noisy_y,random,74,0.9120801087340776,0.859637312064284,0.8479591740965862,0.5542273000580703
Rosenbrock,norm,noisy_y,random,75,0.9057653635015974,0.8397455439671054,0.8551390350470665,0.5627152842481694
Rosenbrock,norm,noisy_y,random,76,0.8997283734580557,0.8429977741837013,0.8533890491504359,0.5622624694648712
Rosenbrock,norm,noisy_y,random,77,0.8407437194103357,0.8468886820124635,0.8428334306489031,0.5600959964280652
Rosenbrock,norm,noisy_y,random,78,0.8407437194103357,0.8468886820124635,0.8428334306489031,0.5600959964280652
Rosenbrock,norm,noisy_y,random,79,0.8407437194103357,0.8468886820124635,0.8428334306489031,0.5600959964280652
Rosenbrock,norm,noisy_y,random,80,0.8407437194103357,0.8468886820124635,0.8428334306489031,0.5600959964280652
Rosenbrock,norm,noisy_y,random,81,0.8407437194103357,0.8468886820124635,0.8428334306489031,0.5600959964280652
Rosenbrock,norm,noisy_y,random,82,0.825842349234418,0.8242265520435847,0.8383392182183799,0.554465803567452
Rosenbrock,norm,noisy_y,random,83,0.825842349234418,0.8242265520435847,0.8383392182183799,0.554465803567452
Rosenbrock,norm,noisy_y,random,84,0.8039160930663471,0.8181234448354829,0.8365121448104311,0.5521891852530587
Rosenbrock,norm,noisy_y,random,85,0.7962768950553801,0.8151816989498337,0.8328212050503031,0.5650567029551441
Rosenbrock,norm,noisy_y,random,86,0.7962768950553801,0.8151816989498337,0.8328212050503031,0.5650567029551441
Rosenbrock,norm,noisy_y,random,87,0.7962768950553801,0.8151816989498337,0.8328212050503031,0.5650567029551441
Rosenbrock,norm,noisy_y,random,88,0.7962768950553801,0.8151816989498337,0.8328212050503031,0.5650567029551441
Rosenbrock,norm,noisy_y,random,89,0.7962768950553801,0.8151816989498337,0.8328212050503031,0.5650567029551441
Rosenbrock,norm,noisy_y,random,90,0.7599754465207919,0.7652022752063063,0.8441188492793441,0.5576780807672851
Rosenbrock,norm,noisy_y,random,91,0.7599754465207919,0.7652022752063063,0.8441188492793441,0.5576780807672851
Rosenbrock,norm,noisy_y,random,92,0.7231245632549606,0.6748817760633871,0.8284147212202836,0.5445013933294944
Rosenbrock,norm,noisy_y,random,93,0.7048580288508329,0.6701458380956538,0.8211313400899178,0.5438982468997557
Rosenbrock,norm,noisy_y,random,94,0.7048580288508329,0.6701458380956538,0.8211313400899178,0.5438982468997557
Rosenbrock,norm,noisy_y,random,95,0.7048580288508329,0.6701458380956538,0.8211313400899178,0.5438982468997557
Rosenbrock,norm,noisy_y,random,96,0.6714857965370316,0.6730664245716981,0.8068016616808507,0.5421462214894308
Rosenbrock,norm,noisy_y,random,97,0.6714857965370316,0.6730664245716981,0.8068016616808507,0.5421462214894308
Rosenbrock,norm,noisy_y,random,98,0.6714857965370316,0.6730664245716981,0.8068016616808507,0.5421462214894308
Rosenbrock,norm,noisy_y,random,99,0.6714857965370316,0.6730664245716981,0.8068016616808507,0.5421462214894308
Rosenbrock,norm,noisy_y,random,100,0.6714857965370316,0.6730664245716981,0.8068016616808507,0.5421462214894308
Rosenbrock,norm,noisy_y,tpe,1,265.93782793589617,320.99716220169284,1.6049986125884186,0.7275158388041357
Rosenbrock,norm,noisy_y,tpe,2,103.34621113628222,127.62766857347694,1.5536112264752113,0.6922667831026023
Rosenbrock,norm,noisy_y,tpe,3,53.12911979062372,74.52518529148423,1.4823787930238481,0.7083436903093704
Rosenbrock,norm,noisy_y,tpe,4,29.00591383184693,38.44288493268374,1.3679563295182962,0.7327399858752226
Rosenbrock,norm,noisy_y,tpe,5,20.23200080489209,26.432429471111046,1.3032294923475964,0.7166889688799687
Rosenbrock,norm,noisy_y,tpe,6,16.669409995258793,20.326330859111014,1.2737844599502288,0.7153929409371178
Rosenbrock,norm,noisy_y,tpe,7,12.58870809785651,14.929443853773396,1.268954855765333,0.7004222328213741
Rosenbrock,norm,noisy_y,tpe,8,12.016191863725748,14.867470040010264,1.3760255694762296,0.7252891376453648
Rosenbrock,norm,noisy_y,tpe,9,10.862141605839414,13.322711755093108,1.442875622561099,0.741182036665622
Rosenbrock,norm,noisy_y,tpe,10,8.417603801343105,8.716423005180046,1.4799905992094702,0.7369045502275466
Rosenbrock,norm,noisy_y,tpe,11,8.196849665947669,8.632182245386923,1.511314742876134,0.7203731423923674
Rosenbrock,norm,noisy_y,tpe,12,7.019998773114878,7.9649151652725,1.4685901217358264,0.7027500921773047
Rosenbrock,norm,noisy_y,tpe,13,5.687208326066065,6.3034899967407165,1.4937336628363715,0.7059238616780437
Rosenbrock,norm,noisy_y,tpe,14,5.095862462878398,6.0080747086326225,1.475483773900609,0.69485875617723
Rosenbrock,norm,noisy_y,tpe,15,4.963662058814313,6.059645211070684,1.467210392040269,0.7058235350012009
Rosenbrock,norm,noisy_y,tpe,16,4.707426026204656,6.000571879704374,1.44639259016355,0.7165955013397527
Rosenbrock,norm,noisy_y,tpe,17,4.6361783165767125,6.01099921968742,1.431520878050651,0.7200471754421571
Rosenbrock,norm,noisy_y,tpe,18,4.443469347785939,5.790474370146745,1.3962815532988442,0.7357866192335525
Rosenbrock,norm,noisy_y,tpe,19,3.9323649517563215,5.657965076833058,1.3858660058251946,0.7309378462469597
Rosenbrock,norm,noisy_y,tpe,20,3.883259895612124,5.681189928677975,1.3805138730629027,0.7337250296729027
Rosenbrock,norm,noisy_y,tpe,21,3.8248156745869015,5.680370943131342,1.3573980221528106,0.7396822433686275
Rosenbrock,norm,noisy_y,tpe,22,3.769271979560754,5.678485188937902,1.354156837353199,0.7359241329476348
Rosenbrock,norm,noisy_y,tpe,23,3.6952019426619165,5.679529209429423,1.3536553749789402,0.7366712873796393
Rosenbrock,norm,noisy_y,tpe,24,3.6831127608305074,5.682449464041068,1.3548096907070877,0.7356813788424419
Rosenbrock,norm,noisy_y,tpe,25,3.4072966568335046,4.666076953711355,1.3613348504237122,0.7402224347399137
Rosenbrock,norm,noisy_y,tpe,26,2.8924977869859707,3.835980021413087,1.3570806575719905,0.734826491394144
Rosenbrock,norm,noisy_y,tpe,27,2.7592199573933387,3.787944135297908,1.3431373356931307,0.7385254542713131
Rosenbrock,norm,noisy_y,tpe,28,2.746288050496688,3.7858904045031516,1.344605978763706,0.73658217257873
Rosenbrock,norm,noisy_y,tpe,29,2.68417375202964,3.743412143022392,1.3434220544115707,0.7343992593976316
Rosenbrock,norm,noisy_y,tpe,30,2.656586294631714,3.69463908869698,1.3464350086887191,0.7351273289617184
Rosenbrock,norm,noisy_y,tpe,31,2.645602527265725,3.6745554124345956,1.347017127743166,0.7348588816788898
Rosenbrock,norm,noisy_y,tpe,32,2.6389463800178405,3.6783513955761613,1.3630245428431116,0.7320033714816756
Rosenbrock,norm,noisy_y,tpe,33,2.6075962300355466,3.6157597985488095,1.361068247352174,0.7319781793402328
Rosenbrock,norm,noisy_y,tpe,34,2.582365004194214,3.5771774233533757,1.361346297366572,0.7318179688792256
Rosenbrock,norm,noisy_y,tpe,35,2.523144461125331,3.535703096856121,1.361286848575304,0.7323914054926824
Rosenbrock,norm,noisy_y,tpe,36,2.4867619507956458,3.522798109100359,1.3620507011625502,0.7317282837293138
Rosenbrock,norm,noisy_y,tpe,37,2.4762315002731374,3.526215869108574,1.353687819051214,0.7316129805260214
Rosenbrock,norm,noisy_y,tpe,38,2.468257837614846,3.51696709042761,1.3541592950020378,0.7316601093740224
Rosenbrock,norm,noisy_y,tpe,39,2.426288737349395,3.48183436873238,1.352091157143082,0.7322171828039998
Rosenbrock,norm,noisy_y,tpe,40,2.3945986820928997,3.457449573693925,1.352632614208093,0.7319115524765294
Rosenbrock,norm,noisy_y,tpe,41,2.33218747137469,3.440026643355509,1.3541970183164977,0.7291561934300227
Rosenbrock,norm,noisy_y,tpe,42,2.3320981967813643,3.4408850565643303,1.3528837936204658,0.7287119032483043
Rosenbrock,norm,noisy_y,tpe,43,2.332026673723553,3.4409309214909123,1.3524517365120594,0.7291609284368473
Rosenbrock,norm,noisy_y,tpe,44,2.3203262137522107,3.445103960312668,1.352175143665416,0.7302220369406837
Rosenbrock,norm,noisy_y,tpe,45,2.3069819910103506,3.4427118279698603,1.3473352502065958,0.7305589126212706
Rosenbrock,norm,noisy_y,tpe,46,2.2685762410983608,3.4413060436781224,1.347873422702606,0.7306584293346967
Rosenbrock,norm,noisy_y,tpe,47,2.259365630121787,3.4417391212848636,1.3478965668085345,0.7307702132296413
Rosenbrock,norm,noisy_y,tpe,48,2.183779489897331,3.2431017786654284,1.332139306843564,0.7222103140453038
Rosenbrock,norm,noisy_y,tpe,49,2.1222568238674073,2.916351124933097,1.3314949580992677,0.7215990559116423
Rosenbrock,norm,noisy_y,tpe,50,2.1193527125098317,2.914548179964172,1.3322215816838605,0.7211725631778674
Rosenbrock,norm,noisy_y,tpe,51,2.109928859018387,2.9198504974234907,1.3319131917002478,0.7219896215893754
Rosenbrock,norm,noisy_y,tpe,52,2.104428057303314,2.922033060620579,1.3315338819621503,0.7221961590787864
Rosenbrock,norm,noisy_y,tpe,53,2.08808235084173,2.9263113126738896,1.3322805815767191,0.7216666314694195
Rosenbrock,norm,noisy_y,tpe,54,2.002503622547584,2.5508896813892274,1.3330306958606253,0.7218172208128415
Rosenbrock,norm,noisy_y,tpe,55,1.983142820794294,2.5551785085190604,1.3329122869287957,0.721557237930774
Rosenbrock,norm,noisy_y,tpe,56,1.9788953484792557,2.5531960823296918,1.3375625342342823,0.720620013342678
Rosenbrock,norm,noisy_y,tpe,57,1.9728544180626904,2.525219212874661,1.3376193031969124,0.7206704184183521
Rosenbrock,norm,noisy_y,tpe,58,1.9695616630220738,2.5253372317946465,1.33439820344872,0.7218875544393669
Rosenbrock,norm,noisy_y,tpe,59,1.9634970557011335,2.5242822054144454,1.3328254176847312,0.7213036740057351
Rosenbrock,norm,noisy_y,tpe,60,1.8904494548198114,2.259005641292316,1.3332188554121303,0.7220020115610974
Rosenbrock,norm,noisy_y,tpe,61,1.8778738803258315,2.2644370726430996,1.3303102130083895,0.722968305337245
Rosenbrock,norm,noisy_y,tpe,62,1.8769346474563826,2.26415227964382,1.330757491472684,0.7232217499220512
Rosenbrock,norm,noisy_y,tpe,63,1.8769346474563826,2.26415227964382,1.330757491472684,0.7232217499220512
Rosenbrock,norm,noisy_y,tpe,64,1.8724934134532298,2.2645205759411624,1.3298773542255125,0.7228121018768711
Rosenbrock,norm,noisy_y,tpe,65,1.8685807556410197,2.2617781657965255,1.3289725659711842,0.7222130845572339
