metric,function,scale,data,algorithm,n,median_delta,mean_delta,prob_better,rank_biserial,p_wilcoxon,p_ttest,p_sign,p_perm,wilcoxon_holm_sig,wilcoxon_bh_sig,wilcoxon_raw_sig,ttest_holm_sig,ttest_bh_sig,ttest_raw_sig,sign_holm_sig,sign_bh_sig,sign_raw_sig,perm_holm_sig,perm_bh_sig,perm_raw_sig
final_dist_x,Sphere,norm,clean,tpe_refine,50,-0.11957020508065425,-0.23586463825247797,0.98,0.96,3.552713678800501e-15,6.300432046025175e-07,9.059419880941277e-14,0.0001999600079984003,True,True,True,True,True,True,True,True,True,True,True,True
final_dist_x,Sphere,norm,clean,tpe_w_sign,50,0.0,0.0121898498263963,0.32,-0.16,0.5363778152962138,0.742754406406788,0.26818725105476915,0.7400519896020796,False,False,False,False,False,False,False,False,False,False,False,False
final_dist_x,Sphere,norm,clean,tpe_w_sign_inv,50,0.0,-0.057259645844635526,0.42,0.14,0.017550104043453363,0.014140447936461577,0.31050465907901537,0.013397320535892822,False,True,True,False,True,True,False,False,False,False,True,True
final_dist_x,Sphere,norm,clean,tpe_w_smooth,50,0.003684431284332834,0.04893034806952306,0.2,-0.4,0.005396704789851337,0.13578103025669067,0.0022214337732293643,0.14757048590281943,False,True,True,False,False,False,False,True,True,False,False,False
final_dist_x,Sphere,norm,clean,tpe_w_smooth_inv,50,0.0,-0.046408631072633606,0.46,0.26,0.005461935022195172,0.033360345917508465,0.03508203336969018,0.03439312137572485,False,True,True,False,False,True,False,False,True,False,False,True
final_dist_x,Sphere,norm,noisy_y,optuna,50,-0.01465139345735586,-0.11355502299358539,0.52,0.04,0.05935623218713815,0.004336062224966068,0.887724827340783,0.0033993201359728054,False,False,False,False,True,True,False,False,False,False,True,True
final_dist_x,Sphere,norm,noisy_y,random,50,0.35893589599272957,0.3266151735055137,0.14,-0.72,6.354784893858323e-07,9.288877167700916e-07,2.098677427397888e-07,0.0001999600079984003,True,True,True,True,True,True,True,True,True,True,True,True
final_dist_x,Sphere,norm,noisy_y,tpe_gp,50,0.0,-0.043481906362447996,0.34,0.06,0.28111856606315055,0.09812665024838485,0.720100131817162,0.09678064387122576,False,False,False,False,False,False,False,False,False,False,False,False
final_dist_x,Sphere,norm,noisy_y,tpe_gp_refine,50,-0.07060855327025056,-0.20130272522491116,0.9,0.8,3.6148861681795097e-12,3.046351485158173e-06,4.209852022540872e-09,0.0001999600079984003,True,True,True,True,True,True,True,True,True,True,True,True
final_dist_x,Sphere,norm,noisy_y,tpe_gp_w,50,-0.008171244941277503,-0.020287658925447375,0.56,0.12,0.5720861414815896,0.6350786960359986,0.47988766169832786,0.6364727054589082,False,False,False,False,False,False,False,False,False,False,False,False
final_dist_x,Sphere,norm,noisy_y,tpe_refine,50,-0.0736038588625697,-0.2095656691231798,0.9,0.8,9.521272659185342e-13,2.2002598006051765e-06,4.209852022540872e-09,0.0001999600079984003,True,True,True,True,True,True,True,True,True,True,True,True
final_dist_x,Sphere,norm,noisy_y,tpe_w_sign,50,0.0,0.043630276732768224,0.24,-0.2,0.11773982419402365,0.23064804064794472,0.12144948495551944,0.22995400919816036,False,False,False,False,False,False,False,False,False,False,False,False
final_dist_x,Sphere,norm,noisy_y,tpe_w_sign_inv,50,-9.025546222886024e-05,-0.032430604393724416,0.5,0.24,0.06875358406708156,0.14495637541303208,0.07295138851623051,0.14537092581483704,False,False,False,False,False,False,False,False,False,False,False,False
final_dist_x,Sphere,norm,noisy_y,tpe_w_smooth,50,0.0024600698306811025,0.05356552442102727,0.2,-0.32,0.0012105677651908404,0.08521255856033279,0.011330984183587134,0.08858228354329134,False,True,True,False,False,False,False,True,True,False,False,False
final_dist_x,Sphere,norm,noisy_y,tpe_w_smooth_inv,50,0.0,-0.026323728350720176,0.42,0.1,0.17694459971129473,0.19704722409654862,0.5113757815852296,0.20735852829434112,False,False,False,False,False,False,False,False,False,False,False,False
final_dist_x,Sphere,raw,clean,optuna,50,0.016254055190580034,-0.12230397874634599,0.48,-0.04,0.05935623218713815,0.003996729948502826,0.887724827340783,0.002599480103979204,False,False,False,False,True,True,False,False,False,False,True,True
final_dist_x,Sphere,raw,clean,random,50,0.39483233906815685,0.31918720868203304,0.18,-0.64,3.006746544187422e-06,2.523322927166608e-06,5.614100093254137e-06,0.0001999600079984003,True,True,True,True,True,True,True,True,True,True,True,True
final_dist_x,Sphere,raw,clean,tpe_gp,50,-0.10540446428958596,-0.21271280974243506,0.84,0.68,4.440531498062228e-09,4.251230318791084e-06,1.163555804595262e-06,0.0001999600079984003,True,True,True,True,True,True,True,True,True,True,True,True
final_dist_x,Sphere,raw,clean,tpe_gp_refine,50,-0.11968874244057488,-0.23563878071875716,0.98,0.96,3.552713678800501e-15,6.431892225839458e-07,9.059419880941277e-14,0.0001999600079984003,True,True,True,True,True,True,True,True,True,True,True,True
final_dist_x,Sphere,raw,clean,tpe_gp_w,50,-0.0995128156841587,-0.21436765531242682,0.8,0.6,2.434094703573919e-08,2.868800680972756e-06,2.3861331676755526e-05,0.0001999600079984003,True,True,True,True,True,True,True,True,True,True,True,True
final_dist_x,Sphere,raw,clean,tpe_refine,50,-0.11957020508065425,-0.23586463825247797,0.98,0.96,3.552713678800501e-15,6.300432046025175e-07,9.059419880941277e-14,0.0001999600079984003,True,True,True,True,True,True,True,True,True,True,True,True
final_dist_x,Sphere,raw,clean,tpe_w_sign,50,0.0,0.0121898498263963,0.32,-0.16,0.5363778152962138,0.742754406406788,0.26818725105476915,0.7400519896020796,False,False,False,False,False,False,False,False,False,False,False,False
final_dist_x,Sphere,raw,clean,tpe_w_sign_inv,50,0.0,-0.057259645844635526,0.42,0.14,0.017550104043453363,0.014140447936461577,0.31050465907901537,0.013397320535892822,False,True,True,False,True,True,False,False,False,False,True,True
final_dist_x,Sphere,raw,clean,tpe_w_smooth,50,0.003684431284332834,0.04893034806952306,0.2,-0.4,0.005396704789851337,0.13578103025669067,0.0022214337732293643,0.14757048590281943,False,True,True,False,False,False,False,True,True,False,False,False
final_dist_x,Sphere,raw,clean,tpe_w_smooth_inv,50,0.0,-0.046408631072633606,0.46,0.26,0.005461935022195172,0.033360345917508465,0.03508203336969018,0.03439312137572485,False,True,True,False,False,True,False,False,True,False,False,True
final_dist_x,Sphere,raw,noisy_y,optuna,50,-0.01465139345735586,-0.11355502299358539,0.52,0.04,0.05935623218713815,0.004336062224966068,0.887724827340783,0.0033993201359728054,False,False,False,False,True,True,False,False,False,False,True,True
final_dist_x,Sphere,raw,noisy_y,random,50,0.35893589599272957,0.3266151735055137,0.14,-0.72,6.354784893858323e-07,9.288877167700916e-07,2.098677427397888e-07,0.0001999600079984003,True,True,True,True,True,True,True,True,True,True,True,True
final_dist_x,Sphere,raw,noisy_y,tpe_gp,50,-0.04152797829649683,-0.17399014303670526,0.74,0.48,2.5156639491541455e-06,6.933544264288715e-05,0.000936222910851825,0.0001999600079984003,True,True,True,True,True,True,False,True,True,True,True,True
final_dist_x,Sphere,raw,noisy_y,tpe_gp_refine,50,-0.08141524687070362,-0.20654493609006294,0.94,0.88,1.8989254613188677e-12,2.4124968913056417e-06,3.708322537931963e-11,0.0001999600079984003,True,True,True,True,True,True,True,True,True,True,True,True
final_dist_x,Sphere,raw,noisy_y,tpe_gp_w,50,-0.06706394012953097,-0.1713226907332124,0.72,0.44,3.586156610779767e-06,4.504782131412925e-05,0.0026021714567221466,0.0001999600079984003,True,True,True,True,True,True,False,True,True,True,True,True
final_dist_x,Sphere,raw,noisy_y,tpe_refine,50,-0.0736038588625697,-0.2095656691231798,0.9,0.8,9.521272659185342e-13,2.2002598006051765e-06,4.209852022540872e-09,0.0001999600079984003,True,True,True,True,True,True,True,True,True,True,True,True
final_dist_x,Sphere,raw,noisy_y,tpe_w_sign,50,0.0,0.043630276732768224,0.24,-0.2,0.11773982419402365,0.23064804064794472,0.12144948495551944,0.22995400919816036,False,False,False,False,False,False,False,False,False,False,False,False
final_dist_x,Sphere,raw,noisy_y,tpe_w_sign_inv,50,-9.025546222886024e-05,-0.032430604393724416,0.5,0.24,0.06875358406708156,0.14495637541303208,0.07295138851623051,0.14537092581483704,False,False,False,False,False,False,False,False,False,False,False,False
final_dist_x,Sphere,raw,noisy_y,tpe_w_smooth,50,0.0024600698306811025,0.05356552442102727,0.2,-0.32,0.0012105677651908404,0.08521255856033279,0.011330984183587134,0.08858228354329134,False,True,True,False,False,False,False,True,True,False,False,False
final_dist_x,Sphere,raw,noisy_y,tpe_w_smooth_inv,50,0.0,-0.026323728350720176,0.42,0.1,0.17694459971129473,0.19704722409654862,0.5113757815852296,0.20735852829434112,False,False,False,False,False,False,False,False,False,False,False,False
