function,scale,data,algorithm,seed,final_dist_y,final_dist_x,steps
Sphere,norm,noisy_y,random,9,0.027679786141799872,0.1663724320366805,
Sphere,norm,noisy_y,random,10,0.18268931422451773,0.4274217053736482,
Sphere,norm,noisy_y,random,11,0.31551024444799614,0.5617029859703402,
Sphere,norm,noisy_y,random,12,0.021071922671113658,0.14516171213895784,
Sphere,norm,noisy_y,random,13,0.24149302103534692,0.4914193942401408,
Sphere,norm,noisy_y,random,14,0.626660312986693,0.7916187927195091,
Sphere,norm,noisy_y,random,15,0.03435902165993878,0.18536186679017555,
Sphere,norm,noisy_y,random,16,0.25923818333137655,0.5091543806463581,
Sphere,norm,noisy_y,random,17,0.2328031490632245,0.48249678658331446,
Sphere,norm,noisy_y,random,18,0.23776567725554296,0.48761222016633565,
Sphere,norm,noisy_y,random,19,0.030429538779057894,0.17444064543293197,
Sphere,norm,noisy_y,random,20,0.21463100941016128,0.46328286112283634,
Sphere,norm,noisy_y,random,21,0.5341729667979733,0.730871375002451,
Sphere,norm,noisy_y,random,22,0.2428475816882474,0.4927956794537138,
Sphere,norm,noisy_y,random,23,2.7838197451142914,1.668478272293137,
Sphere,norm,noisy_y,random,24,0.26030748704008244,0.5102033781151223,
Sphere,norm,noisy_y,random,25,0.12004129117322325,0.346469755062723,
Sphere,norm,noisy_y,random,26,1.3025166025888477,1.1412784947543906,
Sphere,norm,noisy_y,random,27,0.5094429591688359,0.7137527297102518,
Sphere,norm,noisy_y,random,28,1.3215263821693943,1.1495766099609865,
Sphere,norm,noisy_y,random,29,0.09988534724056186,0.3160464320959214,
Sphere,norm,noisy_y,random,30,1.0481862748677766,1.0238096868401747,
Sphere,norm,noisy_y,random,31,0.16829177371132675,0.41023380371603557,
Sphere,norm,noisy_y,random,32,0.8372258488934737,0.9150004638760976,
Sphere,norm,noisy_y,random,33,0.5312396103960287,0.7288618596112907,
Sphere,norm,noisy_y,random,34,0.8380538778442803,0.9154528266624558,
Sphere,norm,noisy_y,random,35,1.9167244497653175,1.3844581791319366,
Sphere,norm,noisy_y,random,36,0.43954460540248086,0.6629816026123808,
Sphere,norm,noisy_y,random,37,0.6730409689981013,0.8203907416579622,
Sphere,norm,noisy_y,random,38,0.40628704051360864,0.6374064955062889,
Sphere,norm,noisy_y,random,39,0.15502049787177133,0.3937264251631726,
Sphere,norm,noisy_y,random,40,0.2673423420459733,0.5170515854786379,
Sphere,norm,noisy_y,random,41,0.8682539395842302,0.931801448584531,
Sphere,norm,noisy_y,random,42,0.026436008995089022,0.16259154035523812,
Sphere,norm,noisy_y,random,43,0.536740492850646,0.7326257522436991,
Sphere,norm,noisy_y,random,44,0.6879007790181282,0.8293978412186327,
Sphere,norm,noisy_y,random,45,0.309916742058081,0.556701663423131,
Sphere,norm,noisy_y,random,46,0.23480041644139493,0.4845620872926347,
Sphere,norm,noisy_y,random,47,0.025238191487391336,0.15886532500011238,
Sphere,norm,noisy_y,random,48,0.8854271384696722,0.940971380260671,
Sphere,norm,noisy_y,random,49,1.131509942120248,1.0637245612094552,
Sphere,norm,noisy_y,tpe,0,0.0300630606388933,0.17338702557830935,
Sphere,norm,noisy_y,tpe,1,0.0007535784331715623,0.027451383083035404,46.0
Sphere,norm,noisy_y,tpe,2,0.005368171106587811,0.07326780402460421,
Sphere,norm,noisy_y,tpe,3,0.0011324542760424883,0.03365195798230006,32.0
Sphere,norm,noisy_y,tpe,4,0.20157214851146482,0.44896787024403517,
Sphere,norm,noisy_y,tpe,5,0.027015373147943486,0.1643635395942284,
Sphere,norm,noisy_y,tpe,6,7.622648233573724e-05,0.008730777876898325,79.0
Sphere,norm,noisy_y,tpe,7,0.003133360531332388,0.05597642835455285,
Sphere,norm,noisy_y,tpe,8,0.0001271373901178181,0.011275521722644061,43.0
Sphere,norm,noisy_y,tpe,9,0.09408607138628296,0.30673452917186056,
Sphere,norm,noisy_y,tpe,10,0.0026150567211198203,0.05113762529801145,
Sphere,norm,noisy_y,tpe,11,0.0013935052757826267,0.03732968357463838,
Sphere,norm,noisy_y,tpe,12,0.0006941005531488856,0.026345788148181972,48.0
Sphere,norm,noisy_y,tpe,13,0.3039835508868166,0.551347033080633,
Sphere,norm,noisy_y,tpe,14,0.03718607276529278,0.19283690716585553,
Sphere,norm,noisy_y,tpe,15,1.2182269387194276,1.1037331827572403,
Sphere,norm,noisy_y,tpe,16,0.004611125559281008,0.06790526900970946,
Sphere,norm,noisy_y,tpe,17,0.0013959776191112393,0.03736278387796123,23.0
Sphere,norm,noisy_y,tpe,18,0.23332172280969468,0.4830338733564083,
Sphere,norm,noisy_y,tpe,19,0.020101712323252294,0.14178050755746466,
Sphere,norm,noisy_y,tpe,20,0.055923640396051105,0.23648179717697324,
Sphere,norm,noisy_y,tpe,21,0.014952489305751986,0.1222803717108841,
Sphere,norm,noisy_y,tpe,22,0.11144001530051145,0.33382632505617565,
Sphere,norm,noisy_y,tpe,23,0.0518055150653561,0.22760824911535193,
Sphere,norm,noisy_y,tpe,24,0.0023511692224934292,0.048488856683710634,37.0
Sphere,norm,noisy_y,tpe,25,0.002832103420567458,0.053217510469463505,42.0
Sphere,norm,noisy_y,tpe,26,0.0050930362433908895,0.07136551158221238,
Sphere,norm,noisy_y,tpe,27,0.007827607546259174,0.0884737675599902,
Sphere,norm,noisy_y,tpe,28,0.04848602313718626,0.22019542033654166,
Sphere,norm,noisy_y,tpe,29,0.0005318494298431082,0.02306186093625378,47.0
Sphere,norm,noisy_y,tpe,30,0.12393309646284953,0.35204132777679603,
Sphere,norm,noisy_y,tpe,31,0.025473336932299234,0.1596036870886736,
Sphere,norm,noisy_y,tpe,32,0.0025308597413771948,0.050307650922868534,
Sphere,norm,noisy_y,tpe,33,0.006054476226380414,0.07781051488314683,37.0
Sphere,norm,noisy_y,tpe,34,0.0010244642703081232,0.03200725340150453,36.0
Sphere,norm,noisy_y,tpe,35,0.08831392270545746,0.29717658505585104,
Sphere,norm,noisy_y,tpe,36,0.0016029782937292112,0.040037211363045895,37.0
Sphere,norm,noisy_y,tpe,37,0.010821056799340284,0.10402430869436376,
Sphere,norm,noisy_y,tpe,38,0.0003816715998138042,0.01953641727169555,58.0
Sphere,norm,noisy_y,tpe,39,0.0012018999680082835,0.034668428980966004,49.0
Sphere,norm,noisy_y,tpe,40,0.0007766110194048343,0.027867741555512426,73.0
Sphere,norm,noisy_y,tpe,41,0.0067493676515068615,0.0821545351852645,
Sphere,norm,noisy_y,tpe,42,0.10581209035844051,0.32528770397671125,
Sphere,norm,noisy_y,tpe,43,0.0009254884396783996,0.030421841490586982,64.0
Sphere,norm,noisy_y,tpe,44,0.2522579203720149,0.5022528450611453,
Sphere,norm,noisy_y,tpe,45,0.0025938227563401303,0.05092958625730362,
Sphere,norm,noisy_y,tpe,46,0.0026920835088832208,0.051885291835771924,
Sphere,norm,noisy_y,tpe,47,0.11704084013774438,0.3421123209382328,
Sphere,norm,noisy_y,tpe,48,0.0015138823993645853,0.0389086417054693,39.0
Sphere,norm,noisy_y,tpe,49,0.0046961236495663625,0.06852826898124863,
Sphere,norm,noisy_y,tpe_gradw,0,0.23542533673927613,0.48520648876460437,
Sphere,norm,noisy_y,tpe_gradw,1,0.016221578609471262,0.1273639611878936,
Sphere,norm,noisy_y,tpe_gradw,2,0.0028780073731176307,0.05364706304279509,
Sphere,norm,noisy_y,tpe_gradw,3,0.05296663645451994,0.23014481626688865,
Sphere,norm,noisy_y,tpe_gradw,4,0.015442082334535888,0.12426617534363842,
Sphere,norm,noisy_y,tpe_gradw,5,0.004779134914550728,0.06913128752273262,61.0
Sphere,norm,noisy_y,tpe_gradw,6,0.0007748277995430542,0.027835728830821985,48.0
Sphere,norm,noisy_y,tpe_gradw,7,0.0030304394481799864,0.0550494273192736,
Sphere,norm,noisy_y,tpe_gradw,8,0.1487655284763439,0.3857013462205491,
Sphere,norm,noisy_y,tpe_gradw,9,0.0017062343690946924,0.04130658989912738,63.0
Sphere,norm,noisy_y,tpe_gradw,10,0.0929711721062153,0.3049117447823473,
Sphere,norm,noisy_y,tpe_gradw,11,0.00024163261907104766,0.015544536630953258,49.0
Sphere,norm,noisy_y,tpe_gradw,12,0.0027411455048644466,0.05235595004261165,
Sphere,norm,noisy_y,tpe_gradw,13,0.45042628527337014,0.6711380523211078,
Sphere,norm,noisy_y,tpe_gradw,14,0.006690321558072686,0.08179438585913269,
Sphere,norm,noisy_y,tpe_gradw,15,0.6254436571136099,0.7908499586606869,
Sphere,norm,noisy_y,tpe_gradw,16,0.010746066679815649,0.10366323687699341,
Sphere,norm,noisy_y,tpe_gradw,17,0.0011217666758413108,0.033492785429720694,45.0
Sphere,norm,noisy_y,tpe_gradw,18,0.2188391173150274,0.4678024340627434,
Sphere,norm,noisy_y,tpe_gradw,19,0.00030500752298565705,0.01746446457769768,74.0
Sphere,norm,noisy_y,tpe_gradw,20,0.0025792572291000113,0.050786388226571215,
Sphere,norm,noisy_y,tpe_gradw,21,0.00786898715129216,0.08870731171268895,
Sphere,norm,noisy_y,tpe_gradw,22,0.0020215546382438172,0.0449617019055531,
Sphere,norm,noisy_y,tpe_gradw,23,0.003919331378786645,0.0626045635619852,
Sphere,norm,noisy_y,tpe_gradw,24,0.00011319612087494163,0.010639366563613719,17.0
Sphere,norm,noisy_y,tpe_gradw,25,0.005262260614703338,0.07254144067154537,
Sphere,norm,noisy_y,tpe_gradw,26,0.006270132942608508,0.07918417103568433,
Sphere,norm,noisy_y,tpe_gradw,27,0.0034987796105933316,0.059150482758751274,60.0
Sphere,norm,noisy_y,tpe_gradw,28,0.049704850249613006,0.22294584600214692,
Sphere,norm,noisy_y,tpe_gradw,29,0.015953314303597817,0.12630643017518078,
Sphere,norm,noisy_y,tpe_gradw,30,0.000782881449857075,0.027980018760842086,72.0
Sphere,norm,noisy_y,tpe_gradw,31,0.000290899795621905,0.017055784814012664,70.0
Sphere,norm,noisy_y,tpe_gradw,32,0.0019479953472628627,0.04413610027248514,36.0
Sphere,norm,noisy_y,tpe_gradw,33,0.0009514672888417685,0.030845863399194526,66.0
Sphere,norm,noisy_y,tpe_gradw,34,0.03521470165328211,0.1876558063404437,
Sphere,norm,noisy_y,tpe_gradw,35,0.0013913569180692776,0.037300897014271354,38.0
Sphere,norm,noisy_y,tpe_gradw,36,0.043775478264273235,0.20922590246973063,
Sphere,norm,noisy_y,tpe_gradw,37,0.004313179647132248,0.06567480222377718,
Sphere,norm,noisy_y,tpe_gradw,38,0.029758156647014117,0.1725055264245587,
Sphere,norm,noisy_y,tpe_gradw,39,0.0014839591177961727,0.0385221899402951,24.0
Sphere,norm,noisy_y,tpe_gradw,40,0.0016800370161645392,0.04098825461232204,
Sphere,norm,noisy_y,tpe_gradw,41,0.000517954656161704,0.02275861718474354,55.0
Sphere,norm,noisy_y,tpe_gradw,42,0.26687742229022754,0.5166018024457789,
Sphere,norm,noisy_y,tpe_gradw,43,0.0037504723596168067,0.0612411002482549,
Sphere,norm,noisy_y,tpe_gradw,44,0.36562025783348384,0.6046654098205749,
Sphere,norm,noisy_y,tpe_gradw,45,0.01696399268666164,0.13024589316620175,
Sphere,norm,noisy_y,tpe_gradw,46,0.01695101967192317,0.13019608163045143,
Sphere,norm,noisy_y,tpe_gradw,47,0.19552366954085157,0.44218058476243793,
Sphere,norm,noisy_y,tpe_gradw,48,0.00017534761983315303,0.013241888831777475,24.0
Sphere,norm,noisy_y,tpe_gradw,49,0.0033460085578996407,0.05784469342904015,
Sphere,norm,noisy_y,tpe_gp,0,0.02160153982213988,0.1469746230549338,
Sphere,norm,noisy_y,tpe_gp,1,0.0007535784331715623,0.027451383083035404,46.0
Sphere,norm,noisy_y,tpe_gp,2,0.0011917185169355844,0.03452127629354952,60.0
Sphere,norm,noisy_y,tpe_gp,3,0.002318181486121826,0.04814749719478496,
Sphere,norm,noisy_y,tpe_gp,4,0.0008407961365538204,0.02899648489996366,39.0
Sphere,norm,noisy_y,tpe_gp,5,0.009671357851981414,0.09834306204293933,
Sphere,norm,noisy_y,tpe_gp,6,0.00013824330246800854,0.011757691204824549,29.0
Sphere,norm,noisy_y,tpe_gp,7,0.008426065160168207,0.09179360086720754,
Sphere,norm,noisy_y,tpe_gp,8,7.80237481529581e-06,0.002793273136536384,80.0
Sphere,norm,noisy_y,tpe_gp,9,0.0006899627363876788,0.026267141762812314,75.0
Sphere,norm,noisy_y,tpe_gp,10,0.0056431965397394325,0.0751212123154268,
Sphere,norm,noisy_y,tpe_gp,11,0.0013198631874722431,0.03632992137993479,
Sphere,norm,noisy_y,tpe_gp,12,0.0009692964783615085,0.03113352659692616,51.0
Sphere,norm,noisy_y,tpe_gp,13,0.3039835508868166,0.551347033080633,
Sphere,norm,noisy_y,tpe_gp,14,0.010287610899066105,0.1014278605663459,
Sphere,norm,noisy_y,tpe_gp,15,0.14696659112292126,0.3833622192169193,
Sphere,norm,noisy_y,tpe_gp,16,0.004611125559281008,0.06790526900970946,
Sphere,norm,noisy_y,tpe_gp,17,0.003496753183014193,0.059133350852240675,
Sphere,norm,noisy_y,tpe_gp,18,0.011823770184784763,0.10873716101124199,
Sphere,norm,noisy_y,tpe_gp,19,0.00934482032278479,0.09666861084542797,
Sphere,norm,noisy_y,tpe_gp,20,0.055923640396051105,0.23648179717697324,
Sphere,norm,noisy_y,tpe_gp,21,0.0012111727416049944,0.03480190715470913,
Sphere,norm,noisy_y,tpe_gp,22,0.00026570698187979106,0.016300520908234528,34.0
Sphere,norm,noisy_y,tpe_gp,23,9.488874061809953e-05,0.00974108518688239,70.0
Sphere,norm,noisy_y,tpe_gp,24,0.0022442486012378285,0.04737350104475949,23.0
Sphere,norm,noisy_y,tpe_gp,25,0.006208595837126956,0.07879464345453285,
Sphere,norm,noisy_y,tpe_gp,26,0.05482867334978018,0.2341552334452087,
Sphere,norm,noisy_y,tpe_gp,27,0.001696712847249047,0.04119117438540745,37.0
Sphere,norm,noisy_y,tpe_gp,28,0.11157151634618223,0.33402322725550426,
Sphere,norm,noisy_y,tpe_gp,29,0.02425940035436043,0.1557542948183466,
Sphere,norm,noisy_y,tpe_gp,30,0.0018929445845613027,0.04350798299808097,
Sphere,norm,noisy_y,tpe_gp,31,0.012268511451458002,0.11076331275046807,
Sphere,norm,noisy_y,tpe_gp,32,0.0016520152478794413,0.040644990440144545,
Sphere,norm,noisy_y,tpe_gp,33,0.006033177791461038,0.07767353340399186,
Sphere,norm,noisy_y,tpe_gp,34,0.00033195100927709144,0.018219522751079166,30.0
Sphere,norm,noisy_y,tpe_gp,35,0.1315049027691668,0.36263604725560145,
Sphere,norm,noisy_y,tpe_gp,36,0.00947525235971967,0.09734090794583576,
Sphere,norm,noisy_y,tpe_gp,37,0.0028042141565738235,0.05295483128642583,
Sphere,norm,noisy_y,tpe_gp,38,0.002735870079655538,0.052305545400612524,
Sphere,norm,noisy_y,tpe_gp,39,0.009040754640629629,0.09508288300545809,
Sphere,norm,noisy_y,tpe_gp,40,0.00014300804837353806,0.011958597257769746,73.0
Sphere,norm,noisy_y,tpe_gp,41,0.010139141777619211,0.10069330552533873,
Sphere,norm,noisy_y,tpe_gp,42,0.10581209035844051,0.32528770397671125,
Sphere,norm,noisy_y,tpe_gp,43,0.0004158787707283338,0.020393105960797974,79.0
Sphere,norm,noisy_y,tpe_gp,44,0.03992457726517498,0.19981135419483792,
Sphere,norm,noisy_y,tpe_gp,45,0.010274517225792684,0.10136329328604454,
Sphere,norm,noisy_y,tpe_gp,46,0.001723055581703025,0.04150970466894489,46.0
Sphere,norm,noisy_y,tpe_gp,47,0.0010299292076371596,0.032092510148586995,42.0
Sphere,norm,noisy_y,tpe_gp,48,0.008641170617472474,0.09295789701511364,29.0
Sphere,norm,noisy_y,tpe_gp,49,0.006174417845854711,0.07857746398207764,
Sphere,norm,noisy_y,tpe_gradw_gp,0,0.23542533673927613,0.48520648876460437,
Sphere,norm,noisy_y,tpe_gradw_gp,1,0.039620244033811966,0.1990483459710529,
Sphere,norm,noisy_y,tpe_gradw_gp,2,0.004222598324535078,0.06498152294718151,
Sphere,norm,noisy_y,tpe_gradw_gp,3,0.0011581552185104082,0.03403167963104977,17.0
Sphere,norm,noisy_y,tpe_gradw_gp,4,0.017565915342641635,0.1325364679725608,
Sphere,norm,noisy_y,tpe_gradw_gp,5,0.007314816439946978,0.08552670015817855,
Sphere,norm,noisy_y,tpe_gradw_gp,6,0.0020923694341430255,0.04574242488262975,
Sphere,norm,noisy_y,tpe_gradw_gp,7,0.010834399518538526,0.1040884216353506,
Sphere,norm,noisy_y,tpe_gradw_gp,8,0.03469755862774995,0.18627280700024346,
Sphere,norm,noisy_y,tpe_gradw_gp,9,0.2359442365196531,0.4857409150150449,
Sphere,norm,noisy_y,tpe_gradw_gp,10,0.008846579727237316,0.09405625830978669,
Sphere,norm,noisy_y,tpe_gradw_gp,11,0.000580691154289651,0.024097534195216964,33.0
Sphere,norm,noisy_y,tpe_gradw_gp,12,0.0012282275395832354,0.0350460773779782,
Sphere,norm,noisy_y,tpe_gradw_gp,13,0.45042628527337014,0.6711380523211078,
Sphere,norm,noisy_y,tpe_gradw_gp,14,0.006610796439707732,0.08130680438750335,
Sphere,norm,noisy_y,tpe_gradw_gp,15,0.003063903171734154,0.05535253536861843,40.0
Sphere,norm,noisy_y,tpe_gradw_gp,16,0.010746066679815649,0.10366323687699341,
Sphere,norm,noisy_y,tpe_gradw_gp,17,0.0017355942545328803,0.04166046392604,
Sphere,norm,noisy_y,tpe_gradw_gp,18,0.2188391173150274,0.4678024340627434,
Sphere,norm,noisy_y,tpe_gradw_gp,19,0.004364186535214346,0.06606199009426181,
Sphere,norm,noisy_y,tpe_gradw_gp,20,0.0025792572291000113,0.050786388226571215,
Sphere,norm,noisy_y,tpe_gradw_gp,21,0.00012656094523713258,0.011249930899215896,33.0
Sphere,norm,noisy_y,tpe_gradw_gp,22,0.8526165188641752,0.9233723619776452,
Sphere,norm,noisy_y,tpe_gradw_gp,23,0.07328422532891704,0.27071059330753394,
Sphere,norm,noisy_y,tpe_gradw_gp,24,0.0013246590653526425,0.03639586604756978,17.0
Sphere,norm,noisy_y,tpe_gradw_gp,25,0.007834973960239175,0.08851538826802476,
Sphere,norm,noisy_y,tpe_gradw_gp,26,0.022541881388349724,0.1501395397233844,
Sphere,norm,noisy_y,tpe_gradw_gp,27,0.02848559329091474,0.16877675577790544,
Sphere,norm,noisy_y,tpe_gradw_gp,28,0.07931111899117653,0.28162229846227826,
Sphere,norm,noisy_y,tpe_gradw_gp,29,0.12119935243731485,0.3481369736717358,
Sphere,norm,noisy_y,tpe_gradw_gp,30,0.017243912750951697,0.13131607955978467,
Sphere,norm,noisy_y,tpe_gradw_gp,31,0.0029776768779425627,0.05456809395555761,35.0
Sphere,norm,noisy_y,tpe_gradw_gp,32,0.0009830358109947964,0.03135340190465456,36.0
Sphere,norm,noisy_y,tpe_gradw_gp,33,0.005251586958592763,0.07246783395819667,
Sphere,norm,noisy_y,tpe_gradw_gp,34,0.09039939661027412,0.30066492414359564,
Sphere,norm,noisy_y,tpe_gradw_gp,35,0.019336652821228765,0.13905629371311737,
Sphere,norm,noisy_y,tpe_gradw_gp,36,0.12490250334363025,0.35341548260316813,
Sphere,norm,noisy_y,tpe_gradw_gp,37,0.00323681546785682,0.056893017742573826,
Sphere,norm,noisy_y,tpe_gradw_gp,38,0.0018210644540973668,0.04267393178624823,33.0
Sphere,norm,noisy_y,tpe_gradw_gp,39,0.00082975974873085,0.02880555065835142,76.0
Sphere,norm,noisy_y,tpe_gradw_gp,40,0.004453992501514676,0.06673823867554998,
Sphere,norm,noisy_y,tpe_gradw_gp,41,0.06939726936552859,0.2634336147220559,
Sphere,norm,noisy_y,tpe_gradw_gp,42,0.40296407263241285,0.6347945121316132,
Sphere,norm,noisy_y,tpe_gradw_gp,43,0.006663587823437092,0.08163080192817594,
Sphere,norm,noisy_y,tpe_gradw_gp,44,0.0025615772037232507,0.050612026275612114,
Sphere,norm,noisy_y,tpe_gradw_gp,45,0.01696399268666164,0.13024589316620175,
Sphere,norm,noisy_y,tpe_gradw_gp,46,0.006842197922122567,0.0827175792810849,
Sphere,norm,noisy_y,tpe_gradw_gp,47,0.030949694603641227,0.17592525288781377,
Sphere,norm,noisy_y,tpe_gradw_gp,48,0.00011650298720557871,0.010793654951200668,50.0
Sphere,norm,noisy_y,tpe_gradw_gp,49,0.0033460085578996407,0.05784469342904015,
Sphere,norm,noisy_y,optuna,0,0.04225097710318195,0.20555042472148277,
Sphere,norm,noisy_y,optuna,1,0.00473974792589668,0.06884582722211043,
Sphere,norm,noisy_y,optuna,2,0.04610616223231176,0.2147234552449074,
Sphere,norm,noisy_y,optuna,3,0.019047525670787928,0.1380127735783465,
Sphere,norm,noisy_y,optuna,4,0.00840986688164529,0.09170532635373635,
Sphere,norm,noisy_y,optuna,5,0.012120473069758645,0.11009302007738113,
Sphere,norm,noisy_y,optuna,6,0.020121145658761087,0.14184902417274886,
Sphere,norm,noisy_y,optuna,7,0.028138694336965236,0.1677459219682113,
Sphere,norm,noisy_y,optuna,8,0.015988923516494936,0.1264473151810466,
Sphere,norm,noisy_y,optuna,9,0.004710562741888785,0.06863353948244827,
Sphere,norm,noisy_y,optuna,10,0.01578314877042307,0.12563100242544858,
Sphere,norm,noisy_y,optuna,11,0.010418209876767883,0.1020696324906085,
Sphere,norm,noisy_y,optuna,12,0.05826813487430642,0.24138793440084452,
Sphere,norm,noisy_y,optuna,13,0.017169341227658685,0.13103183287910874,
Sphere,norm,noisy_y,optuna,14,0.01374080810710476,0.1172211930800261,
Sphere,norm,noisy_y,optuna,15,0.014178987494845146,0.11907555372470517,
Sphere,norm,noisy_y,optuna,16,0.04091309083796391,0.20226984658609873,
Sphere,norm,noisy_y,optuna,17,0.047557629524607584,0.2180771182967337,
Sphere,norm,noisy_y,optuna,18,0.07561324136616868,0.27497861983464944,
Sphere,norm,noisy_y,optuna,19,0.04805272115549065,0.21920930900737462,
Sphere,norm,noisy_y,optuna,20,0.03140679067666995,0.17721961143358247,
Sphere,norm,noisy_y,optuna,21,0.028126514661960915,0.1677096141011627,
Sphere,norm,noisy_y,optuna,22,0.0018026906246977603,0.04245810434649386,
Sphere,norm,noisy_y,optuna,23,0.023870922767987784,0.15450217722733808,
Sphere,norm,noisy_y,optuna,24,0.01106555422637288,0.10519293810124747,
Sphere,norm,noisy_y,optuna,25,0.00026721555358974366,0.016346729140404317,72.0
Sphere,norm,noisy_y,optuna,26,0.0004452930113572574,0.021101967002089102,63.0
Sphere,norm,noisy_y,optuna,27,0.0007697782021300859,0.02774487704298013,33.0
Sphere,norm,noisy_y,optuna,28,0.033196785248895924,0.18219984974992684,
Sphere,norm,noisy_y,optuna,29,0.018209711022746287,0.13494336227746176,
Sphere,norm,noisy_y,optuna,30,0.04215915268430608,0.20532694096076648,
Sphere,norm,noisy_y,optuna,31,0.05279606003058783,0.2297739324435821,
Sphere,norm,noisy_y,optuna,32,0.026358929719043758,0.16235433384743309,
Sphere,norm,noisy_y,optuna,33,0.006638969971676595,0.08147987464200344,
Sphere,norm,noisy_y,optuna,34,0.013983132977324645,0.1182502980009972,
Sphere,norm,noisy_y,optuna,35,0.02983288599060393,0.17272199046619377,
Sphere,norm,noisy_y,optuna,36,0.015382086384884237,0.1240245394463702,
Sphere,norm,noisy_y,optuna,37,0.10056687096990435,0.3171228010880081,
Sphere,norm,noisy_y,optuna,38,0.18047645236505733,0.42482520213030833,
Sphere,norm,noisy_y,optuna,39,0.0116132311997038,0.10776470293980214,
Sphere,norm,noisy_y,optuna,40,0.00693212181689851,0.08325936473994087,
Sphere,norm,noisy_y,optuna,41,0.020831260615224452,0.14433038701266082,
Sphere,norm,noisy_y,optuna,42,0.2935367696346477,0.5417903373396832,
Sphere,norm,noisy_y,optuna,43,0.026606574073019477,0.16311521717184904,
Sphere,norm,noisy_y,optuna,44,0.0513190819111741,0.22653715348960776,
Sphere,norm,noisy_y,optuna,45,0.014778470850921915,0.12156673414599044,
Sphere,norm,noisy_y,optuna,46,0.009059900070460754,0.09518350734481659,
Sphere,norm,noisy_y,optuna,47,0.13644554008113333,0.3693853544486209,
Sphere,norm,noisy_y,optuna,48,0.02984102468736458,0.17274554896542074,
Sphere,norm,noisy_y,optuna,49,0.035228839640626015,0.18769347255732155,
Rosenbrock,raw,clean,random,0,0.019465687294237123,0.060133645523978235,58.0
Rosenbrock,raw,clean,random,1,1.3433190626514624,1.2222193628113491,
Rosenbrock,raw,clean,random,2,0.7054051628404867,1.0175931664799538,
Rosenbrock,raw,clean,random,3,0.2776263251009448,0.5968705717013054,
Rosenbrock,raw,clean,random,4,0.00045088072400930804,0.04752076223012955,53.0
Rosenbrock,raw,clean,random,5,0.7368295559193987,1.2001815784499688,
Rosenbrock,raw,clean,random,6,0.014273191628166888,0.15172407042960678,36.0
Rosenbrock,raw,clean,random,7,1.0353632955774776,1.4300868354521765,
Rosenbrock,raw,clean,random,8,0.14926165118019466,0.34711340214234554,
Rosenbrock,raw,clean,random,9,0.2098099232197585,0.8427100829014267,
Rosenbrock,raw,clean,random,10,2.2310448902099176,1.283310833204187,
Rosenbrock,raw,clean,random,11,2.1131033354680633,1.4406219171964822,
Rosenbrock,raw,clean,random,12,0.05453632757830399,0.4379330557598357,
Rosenbrock,raw,clean,random,13,0.21213952653271126,0.11241511187178566,
Rosenbrock,raw,clean,random,14,2.84390029248409,0.33136316045306036,
Rosenbrock,raw,clean,random,15,0.7453838343705322,2.1172300291036006,
Rosenbrock,raw,clean,random,16,0.26469683978031716,0.6819371955928097,
Rosenbrock,raw,clean,random,17,1.5916072070062737,1.572574270913731,
Rosenbrock,raw,clean,random,18,0.17376407323270396,0.7717791545315348,
Rosenbrock,raw,clean,random,19,0.5223148666803524,0.19137854985542063,
Rosenbrock,raw,clean,random,20,0.8090794789313316,1.1749297615265333,
Rosenbrock,raw,clean,random,21,1.80943403248918,0.1844431426620431,
Rosenbrock,raw,clean,random,22,2.4343191278997076,0.32236251048506676,
Rosenbrock,raw,clean,random,23,1.4626015950789217,1.4683452695285775,
Rosenbrock,raw,clean,random,24,0.4068549785798497,0.4598532324772013,
Rosenbrock,raw,clean,random,25,0.37131064013516,1.026478072527636,
Rosenbrock,raw,clean,random,26,1.4719586779127902,1.4822401007234978,
Rosenbrock,raw,clean,random,27,0.8538930111768674,0.43190183734818594,
Rosenbrock,raw,clean,random,28,3.4276252444411086,1.691266701013901,
Rosenbrock,raw,clean,random,29,1.0322421272568865,1.2194769216743524,
Rosenbrock,raw,clean,random,30,1.9474004919061445,1.8204945892268163,
Rosenbrock,raw,clean,random,31,1.3474417756996917,1.4593629139030222,
Rosenbrock,raw,clean,random,32,2.4765503893502023,1.6510837441931348,
Rosenbrock,raw,clean,random,33,0.42567055639843254,0.08306664495565527,
Rosenbrock,raw,clean,random,34,0.5560534409836779,1.1973548896717185,
Rosenbrock,raw,clean,random,35,1.816141147236194,1.5854366632091192,
Rosenbrock,raw,clean,random,36,0.6033535320715986,1.0088147492594879,
Rosenbrock,raw,clean,random,37,0.02727452238636112,0.37474026128169036,42.0
Rosenbrock,raw,clean,random,38,0.2181079937672395,0.8264661080737655,
Rosenbrock,raw,clean,random,39,0.0577205102275927,0.36031311943788885,
Rosenbrock,raw,clean,random,40,0.04179746650572381,0.4925200905759225,29.0
Rosenbrock,raw,clean,random,41,0.2631712444209536,1.3832602197204615,
Rosenbrock,raw,clean,random,42,0.3304332166259618,0.1883550295694038,
Rosenbrock,raw,clean,random,43,0.12540771197014883,0.8122013825789163,
Rosenbrock,raw,clean,random,44,0.5911392982085392,0.29486352517842085,
Rosenbrock,raw,clean,random,45,0.09118896812938257,0.42152006255195273,
